,balance,assets,bankrupt,agent_id,step
0,24337.0,100.0,False,00T35@0,0.0
1,23887.0,550.0,False,00T35@0,5.0
2,23387.0,1050.0000000000002,False,00T35@0,10.0
3,22837.0,1600.0000000000002,False,00T35@0,15.0
4,22337.0,2100.0000000000005,False,00T35@0,20.0
5,21827.0,2610.0000000000005,False,00T35@0,25.0
6,21427.0,3010.0000000000005,False,00T35@0,30.0
7,20917.0,3520.0,False,00T35@0,35.0
8,20387.0,4049.9999999999986,False,00T35@0,40.0
9,19867.0,4570.0,False,00T35@0,45.0
10,19387.0,5050.0,False,00T35@0,50.0
11,18807.0,5630.000000000001,False,00T35@0,55.0
12,18307.0,6130.000000000001,False,00T35@0,60.0
13,17777.0,6660.0,False,00T35@0,65.0
14,17197.0,7240.0,False,00T35@0,70.0
15,16637.0,7800.0,False,00T35@0,75.0
16,16327.0,8110.0,False,00T35@0,80.0
17,24337.0,100.0,False,01T23@0,0.0
18,23787.0,650.0,False,01T23@0,5.0
19,23287.0,1150.0000000000002,False,01T23@0,10.0
20,22837.0,1600.0000000000002,False,01T23@0,15.0
21,22337.0,2100.0000000000005,False,01T23@0,20.0
22,21847.0,2590.0000000000005,False,01T23@0,25.0
23,21247.0,3190.0000000000005,False,01T23@0,30.0
24,20757.0,3680.0,False,01T23@0,35.0
25,20287.0,4149.999999999999,False,01T23@0,40.0
26,19807.0,4630.0,False,01T23@0,45.0
27,19287.0,5150.0,False,01T23@0,50.0
28,18867.0,5570.000000000001,False,01T23@0,55.0
29,18367.0,6070.000000000001,False,01T23@0,60.0
30,17897.0,6540.0,False,01T23@0,65.0
31,17477.0,6960.0,False,01T23@0,70.0
32,17037.0,7400.0,False,01T23@0,75.0
33,16547.0,7890.0,False,01T23@0,80.0
34,37795.0,0.0,False,02T35@1,0.0
35,37775.0,0.0,False,02T35@1,5.0
36,37494.0,0.0,False,02T35@1,10.0
37,37454.0,0.0,False,02T35@1,15.0
38,37374.0,0.0,False,02T35@1,20.0
39,37062.0,0.0,False,02T35@1,25.0
40,36936.0,0.0,False,02T35@1,30.0
41,36936.0,0.0,False,02T35@1,35.0
42,36856.0,0.0,False,02T35@1,40.0
43,36692.0,0.0,False,02T35@1,45.0
44,36570.0,0.0,False,02T35@1,50.0
45,36528.0,0.0,False,02T35@1,55.0
46,36408.0,0.0,False,02T35@1,60.0
47,36368.0,0.0,False,02T35@1,65.0
48,36368.0,0.0,False,02T35@1,70.0
49,36368.0,0.0,False,02T35@1,75.0
