,balance,assets,bankrupt,agent_id,step
0,60530.0,147.0,False,00T22@0,0.0
1,61039.0,438.2757731958764,False,00T22@0,5.0
2,62327.0,394.0989047169838,False,00T22@0,10.0
3,63236.0,767.8786857717524,False,00T22@0,15.0
4,60061.0,507.0594945055018,False,00T22@0,20.0
5,59815.0,400.6597218665374,False,00T22@0,25.0
6,60348.0,361.8716628282581,False,00T22@0,30.0
7,57325.0,430.1501642073411,False,00T22@0,35.0
8,58141.0,482.0746420593365,False,00T22@0,40.0
9,52369.0,539.3434460096647,False,00T22@0,45.0
10,51753.0,501.2061702862097,False,00T22@0,50.0
11,47756.0,0.0,False,00T22@0,55.0
12,46551.0,0.0,False,00T22@0,60.0
13,45832.0,343.1721669631437,False,00T22@0,65.0
14,46682.0,375.7539575585354,False,00T22@0,70.0
15,46272.0,375.78866733543776,False,00T22@0,75.0
16,47421.0,250.50814168137103,False,00T22@0,80.0
17,47609.0,1124.3954723132713,False,00T22@0,85.0
18,47378.0,2414.312156440549,False,00T22@0,90.0
19,46898.0,3913.1041500658266,False,00T22@0,95.0
20,46398.0,5410.671310490578,False,00T22@0,100.0
21,45918.0,6951.912970516908,False,00T22@0,105.0
22,45408.0,8523.154630543238,False,00T22@0,110.0
23,44838.0,10154.39629056957,False,00T22@0,115.0
24,44358.0,11695.637950595901,False,00T22@0,120.0
25,43788.0,13326.879610622229,False,00T22@0,125.0
26,43238.0,14938.121270648562,False,00T22@0,130.0
27,42768.0,16469.36293067489,False,00T22@0,135.0
28,42298.0,18000.604590701223,False,00T22@0,140.0
29,41828.0,19531.846250727554,False,00T22@0,145.0
30,41418.0,21003.08791075389,False,00T22@0,150.0
31,60470.0,240.0,False,01T22@0,0.0
32,60139.0,1454.827319587629,False,01T22@0,5.0
33,62556.0,354.0989047169838,False,01T22@0,10.0
34,62914.0,278.04540859728866,False,01T22@0,15.0
35,63796.0,245.64759560440135,False,01T22@0,20.0
36,64865.0,430.6597218665375,False,01T22@0,25.0
37,65872.0,471.8716628282582,False,01T22@0,30.0
38,66977.0,400.1501642073411,False,01T22@0,35.0
39,68163.0,352.0746420593365,False,01T22@0,40.0
40,68792.0,247.4747568077317,False,01T22@0,45.0
41,67769.0,311.20617028620984,False,01T22@0,50.0
42,67965.0,0.0,False,01T22@0,55.0
43,65995.0,0.0,False,01T22@0,60.0
44,64950.0,219.2205168742006,False,01T22@0,65.0
45,65969.0,252.60316604682828,False,01T22@0,70.0
46,67039.0,325.7886673354378,False,01T22@0,75.0
47,67378.0,434.4486948118852,False,01T22@0,80.0
48,64061.0,412.3320756425753,False,01T22@0,85.0
49,63881.0,1651.241660026331,False,01T22@0,90.0
50,63361.0,3232.483320052661,False,01T22@0,95.0
51,62861.0,4793.724980078991,False,01T22@0,100.0
52,62341.0,6374.966640105324,False,01T22@0,105.0
53,61851.0,7926.208300131653,False,01T22@0,110.0
54,61421.0,9417.449960157983,False,01T22@0,115.0
55,60901.0,10998.691620184314,False,01T22@0,120.0
56,60471.0,12489.933280210647,False,01T22@0,125.0
57,60021.0,13873.825941033816,False,01T22@0,130.0
58,59491.0,15465.06760106015,False,01T22@0,135.0
59,58961.0,17056.309261086477,False,01T22@0,140.0
60,58431.0,18647.55092111281,False,01T22@0,145.0
61,57841.0,20298.79258113914,False,01T22@0,150.0
62,86446.0,0.0,False,02T35@1,0.0
63,85299.0,489.83762886597947,False,02T35@1,5.0
64,80551.0,4895.992365943439,False,02T35@1,10.0
65,76706.0,8372.256192207247,False,02T35@1,15.0
66,70685.0,13725.559404395925,False,02T35@1,20.0
67,63284.0,19602.62844977851,False,02T35@1,25.0
68,57082.0,25168.04319024043,False,02T35@1,30.0
69,52388.0,29371.2205504352,False,02T35@1,35.0
70,48183.0,33329.57177193713,False,02T35@1,40.0
71,42650.0,38049.24385918876,False,02T35@1,45.0
72,32337.0,46400.839989673885,False,02T35@1,50.0
73,26786.0,51384.5930784348,False,02T35@1,55.0
74,20840.0,57075.8519986038,False,02T35@1,60.0
75,15641.0,62102.0407087914,False,02T35@1,65.0
76,9369.0,68234.43022839949,False,02T35@1,70.0
77,4544.0,72726.13008735134,False,02T35@1,75.0
78,603.0,75590.83175235371,False,02T35@1,80.0
79,-139284.5,78520.28381654344,True,02T35@1,85.0
80,-139284.5,78499.23066612391,True,02T35@1,90.0
81,-139284.5,78499.23066612391,True,02T35@1,95.0
82,-139284.5,78499.23066612391,True,02T35@1,100.0
83,-139284.5,78499.23066612391,True,02T35@1,105.0
84,-139284.5,78499.23066612391,True,02T35@1,110.0
85,-139284.5,78499.23066612391,True,02T35@1,115.0
86,-139284.5,78499.23066612391,True,02T35@1,120.0
87,-139284.5,78499.23066612391,True,02T35@1,125.0
88,-139284.5,78499.23066612391,True,02T35@1,130.0
89,-139284.5,78499.23066612391,True,02T35@1,135.0
90,-139284.5,78499.23066612391,True,02T35@1,140.0
91,-139284.5,78499.23066612391,True,02T35@1,145.0
92,-139284.5,78499.23066612391,True,02T35@1,150.0
93,86446.0,0.0,False,03T35@1,0.0
94,85311.0,489.83762886597947,False,03T35@1,5.0
95,81993.0,3132.218718584933,False,03T35@1,10.0
96,78359.0,6487.7262006034025,False,03T35@1,15.0
97,71609.0,12804.38092087942,False,03T35@1,20.0
98,65461.0,18266.7916457524,False,03T35@1,25.0
99,61245.0,22205.262393371984,False,03T35@1,30.0
100,54266.0,28471.78507423391,False,03T35@1,35.0
101,49414.0,33079.912058289665,False,03T35@1,40.0
102,40130.0,41637.627832900864,False,03T35@1,45.0
103,35080.0,46649.80492590285,False,03T35@1,50.0
104,29536.0,51695.449660881466,False,03T35@1,55.0
105,24808.0,56295.27415398393,False,03T35@1,60.0
106,19664.0,61068.57255781303,False,03T35@1,65.0
107,15945.0,64697.985903743895,False,03T35@1,70.0
108,10618.0,69694.55888093113,False,03T35@1,75.0
109,6623.0,72741.30164072811,False,03T35@1,80.0
110,-14406.0,80456.74268552741,False,03T35@1,85.0
111,-128559.75,81028.44215536656,True,03T35@1,90.0
112,-128559.75,81028.44215536656,True,03T35@1,95.0
113,-128559.75,81028.44215536656,True,03T35@1,100.0
114,-128559.75,81028.44215536656,True,03T35@1,105.0
115,-128559.75,81028.44215536656,True,03T35@1,110.0
116,-128559.75,81028.44215536656,True,03T35@1,115.0
117,-128559.75,81028.44215536656,True,03T35@1,120.0
118,-128559.75,81028.44215536656,True,03T35@1,125.0
119,-128559.75,81028.44215536656,True,03T35@1,130.0
120,-128559.75,81028.44215536656,True,03T35@1,135.0
121,-128559.75,81028.44215536656,True,03T35@1,140.0
122,-128559.75,81028.44215536656,True,03T35@1,145.0
123,-128559.75,81028.44215536656,True,03T35@1,150.0
124,126191.0,0.0,False,04T24@2,0.0
125,125783.0,0.0,False,04T24@2,5.0
126,125630.0,0.0,False,04T24@2,10.0
127,125477.0,0.0,False,04T24@2,15.0
128,125222.0,0.0,False,04T24@2,20.0
129,125222.0,0.0,False,04T24@2,25.0
130,125222.0,0.0,False,04T24@2,30.0
131,125222.0,0.0,False,04T24@2,35.0
132,125018.0,0.0,False,04T24@2,40.0
133,125018.0,0.0,False,04T24@2,45.0
134,124559.0,0.0,False,04T24@2,50.0
135,124559.0,0.0,False,04T24@2,55.0
136,124559.0,0.0,False,04T24@2,60.0
137,124559.0,0.0,False,04T24@2,65.0
138,124559.0,0.0,False,04T24@2,70.0
139,124559.0,0.0,False,04T24@2,75.0
140,124559.0,0.0,False,04T24@2,80.0
