index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,16.0,0,,29.0,0,,34.0,0,,0.18333333333333332,455560,0.0,0.0,9,0,0,28,0,0.0,1029,1057,120,0.0,0.0,0,0,120,200,17.08115255087614,17.08115255087614
1,120,0,0,0,10.0,20,10.0,16.0,0,,25.29032258064516,17,15.470588235294118,34.0,0,,0.18333333333333332,454672,0.0,0.0,19,0,0,4,0,0.0,134,138,103,2067.0,73.0,115,5,103,463,30.534164575859904,47.61531712673605
2,103,0,0,0,10.0,20,10.0,16.0,0,,20.935166994106087,46,15.652173913043477,34.0,0,,0.2333333333333333,452364,0.0,0.0,17,0,0,9,0,0.0,70,79,19,1020.0,521.0,57,46,19,920,19.255238011479374,66.87055513821542
3,19,0,0,0,10.0,20,10.0,14.636363636363635,10,8.5,19.855087906233347,21,15.142857142857142,34.0,20,34.0,0.21666666666666667,450732,0.0,0.0,29,0,0,3,0,0.0,32,35,20,249.0,73.0,14,5,20,1283,19.87108601629734,86.74164115451276
4,20,0,0,0,10.0,20,10.0,15.047904191616766,34,15.647058823529413,19.005387671078655,23,15.26086956521739,34.0,20,34.0,0.2,448892,0.0,0.0,28,0,0,1,0,0.0,35,36,17,267.0,73.0,15,5,17,1763,22.033606393262744,108.77524754777549
5,17,0,0,0,10.0,20,10.0,14.125848981222534,50,12.74,17.644214871262715,44,14.181818181818182,34.0,20,34.0,0.21666666666666667,445277,0.0,0.0,33,0,0,1,0,0.0,33,34,16,232.0,55.0,13,4,16,2141,21.890156645327806,130.66540419310329
6,16,0,0,0,10.0,20,10.0,13.866607662157035,6,9.0,16.765361268498044,54,14.481481481481481,34.0,20,34.0,0.25,441896,0.0,0.0,29,0,0,0,0,0.0,36,36,15,214.0,55.0,12,4,15,1716,19.930256839841608,150.59566103294492
7,15,0,0,0,10.0,20,10.0,13.31597647583806,12,8.416666666666666,17.095531458520842,55,18.145454545454548,34.0,20,34.0,0.21666666666666667,437808,0.0,0.0,32,0,0,0,0,0.0,31,31,14,196.0,55.0,11,4,14,1979,18.113881489261985,168.7095425222069
8,14,0,0,0,10.0,20,10.0,14.883513332687926,125,16.223999999999997,16.835180854845902,19,14.0,34.0,20,34.0,0.21666666666666667,434122,0.0,0.0,33,0,0,0,0,0.0,31,31,17,180.0,72.0,10,4,17,3174,1.78376610763371,170.4933086298406
9,17,0,0,0,10.000000000000002,20,10.0,16.191778173736573,78,19.69230769230769,17.191245964489468,45,18.8,33.99999999999999,20,34.0,0.2333333333333333,429603,0.0,0.0,35,0,0,0,0,0.0,32,32,18,213.0,73.0,12,5,18,3262,22.439261643216014,192.93257027305665
