,balance,assets,bankrupt,agent_id,step
0,23939.0,0.0,False,00T06@0,0.0
1,24049.0,98.43550886860683,False,00T06@0,5.0
2,24149.0,22.854778286998638,False,00T06@0,10.0
3,24174.0,0.0,False,00T06@0,15.0
4,24174.0,0.0,False,00T06@0,20.0
5,24174.0,0.0,False,00T06@0,25.0
6,24174.0,0.0,False,00T06@0,30.0
7,24174.0,0.0,False,00T06@0,35.0
8,24174.0,0.0,False,00T06@0,40.0
9,24174.0,0.0,False,00T06@0,45.0
10,24174.0,0.0,False,00T06@0,50.0
11,24174.0,0.0,False,00T06@0,55.0
12,24174.0,0.0,False,00T06@0,60.0
13,24174.0,0.0,False,00T06@0,65.0
14,24174.0,0.0,False,00T06@0,70.0
15,24174.0,0.0,False,00T06@0,75.0
16,24174.0,0.0,False,00T06@0,80.0
17,24174.0,0.0,False,00T06@0,85.0
18,24174.0,0.0,False,00T06@0,90.0
19,24174.0,0.0,False,00T06@0,95.0
20,24174.0,0.0,False,00T06@0,100.0
21,24174.0,0.0,False,00T06@0,105.0
22,24174.0,0.0,False,00T06@0,110.0
23,23829.0,180.0,False,01T22@0,0.0
24,23632.0,925.2937833649044,False,01T22@0,5.0
25,24907.0,278.5477828699864,False,01T22@0,10.0
26,25837.0,247.58109414880013,False,01T22@0,15.0
27,25640.0,189.37558126516288,False,01T22@0,20.0
28,24718.0,235.3272799447489,False,01T22@0,25.0
29,24591.0,245.07196380559463,False,01T22@0,30.0
30,24303.0,235.664121685158,False,01T22@0,35.0
31,24487.0,0.0,False,01T22@0,40.0
32,23655.0,0.0,False,01T22@0,45.0
33,22685.0,0.0,False,01T22@0,50.0
34,22439.0,265.32424020292217,False,01T22@0,55.0
35,22923.0,291.8152005523698,False,01T22@0,60.0
36,22154.0,195.97675970431632,False,01T22@0,65.0
37,22972.0,279.04903475397765,False,01T22@0,70.0
38,23736.0,149.58220892307762,False,01T22@0,75.0
39,23875.0,504.7376914689476,False,01T22@0,80.0
40,24397.0,684.6932558557153,False,01T22@0,85.0
41,25531.0,259.53212458536524,False,01T22@0,90.0
42,25875.0,750.0800648716189,False,01T22@0,95.0
43,26277.0,1091.2221245238507,False,01T22@0,100.0
44,26635.0,1495.8667689849426,False,01T22@0,105.0
45,26435.0,2037.306356894328,False,01T22@0,110.0
46,32318.0,0.0,False,02T22@1,0.0
47,32259.0,0.0,False,02T22@1,5.0
48,31971.0,513.6138958626046,False,02T22@1,10.0
